AdCode,OriginalRows,PerfectRows,RetainedRows,AvgMissingInRetained,PerfectBlocks,FilteredBlocks
540321,27,6,27,0.93,1,3
540326,10,4,10,0.6,1,1
540330,6,1,6,0.83,1,1
533103,526,163,100,0.0,17,10
540328,19,3,19,1.26,1,2
540424,11,3,11,0.73,1,2
540426,5,3,5,0.0,1,1
540521,8,3,8,0.75,1,1
540421,11,7,11,0.64,1,2
540526,1,0,1,2.0,0,1
540523,7,5,7,0.29,1,1
540524,4,2,4,0.5,1,1
540481,22,7,22,1.36,1,3
540527,2,0,2,0.5,0,1
540522,11,6,11,0.55,1,2
540202,98,20,98,0.89,2,10
540302,67,25,67,1.09,3,7
540529,3,1,3,0.67,1,1
540525,3,1,3,0.67,1,1
540531,4,2,4,1.25,1,1
540425,7,2,7,0.86,1,1
540581,1,1,1,0.0,1,1
540621,8,0,8,2.38,0,1
540528,19,9,19,0.68,1,2
540423,11,7,11,0.36,1,2
540602,4,0,4,3.25,0,1
540625,10,0,10,3.5,0,1
540630,1,0,1,1.0,0,1
540624,12,0,12,2.67,0,2
542521,2,0,2,0.5,0,1
540622,10,2,10,1.7,1,1
540629,4,0,4,3.0,0,1
540626,23,0,23,3.35,0,3
542522,4,1,4,0.75,1,1
540627,7,0,7,2.57,0,1
542527,2,1,2,0.0,1,1
542526,4,2,4,1.0,1,1
540623,13,1,13,2.69,1,2
540628,15,2,15,1.87,1,2
542523,21,2,21,1.19,1,3
540402,75,28,75,0.56,3,8
542525,17,3,17,1.24,1,2
542524,5,0,5,1.4,0,1
610118,85,15,85,0.64,2,9
532901,1017,521,100,0.0,53,10
540102,577,252,100,0.0,26,10
540502,110,66,100,0.36,7,10
610117,537,34,100,0.66,4,10
610222,93,65,93,0.26,7,10
610122,360,245,100,0.0,25,10
610202,118,64,100,0.36,7,10
610124,480,30,100,1.14,3,10
610114,312,214,100,0.0,22,10
610104,1357,30,100,0.7,3,10
610116,1446,15,100,0.9,2,10
610103,1524,201,100,0.0,21,10
610203,117,53,100,0.48,6,10
610204,343,65,100,0.35,7,10
610324,215,12,100,0.88,2,10
610323,55,29,55,0.24,3,6
610327,206,7,100,1.53,1,10
610329,62,9,62,2.03,1,7
610302,716,164,100,0.0,17,10
610328,89,5,89,1.72,1,9
610330,118,3,100,2.78,1,10
610326,229,22,100,1.39,3,10
610115,859,453,100,0.0,46,10
610331,81,18,81,2.04,2,9
610305,284,126,100,0.0,13,10
610304,319,59,100,0.41,6,10
610111,1418,323,100,0.0,33,10
610428,126,3,100,2.33,1,10
610422,359,20,100,0.92,2,10
610426,107,0,100,2.47,0,10
610425,155,22,100,1.94,3,10
610423,167,1,100,1.12,1,10
610424,190,91,100,0.09,10,10
610102,1347,591,100,0.0,60,10
610482,5,0,5,2.4,0,1
610403,197,36,100,0.88,4,10
610303,581,460,100,0.0,46,10
610429,195,6,100,0.84,1,10
610430,104,20,100,0.79,2,10
610525,217,6,100,0.94,1,10
610431,214,35,100,0.81,4,10
610522,113,59,100,0.43,6,10
610527,172,5,100,2.03,1,10
610481,237,39,100,0.61,4,10
610526,498,48,100,0.52,5,10
610581,303,45,100,0.55,5,10
610523,348,99,100,0.01,10,10
610404,850,237,100,0.0,24,10
610528,245,124,100,0.0,13,10
610524,182,81,100,0.19,9,10
610503,177,96,100,0.04,10,10
610621,158,19,100,1.38,2,10
610402,1055,419,100,0.0,42,10
610582,200,109,100,0.0,11,10
610626,278,7,100,1.87,1,10
610622,187,62,100,0.38,7,10
610603,282,63,100,0.37,7,10
610628,231,0,100,2.53,0,10
610629,146,6,100,1.09,1,10
610625,221,115,100,0.0,12,10
610631,52,27,52,0.4,3,6
610627,221,112,100,0.0,12,10
610722,373,39,100,0.61,4,10
610630,204,90,100,0.1,9,10
610632,259,51,100,0.64,6,10
610727,175,41,100,0.65,5,10
610723,322,17,100,0.83,2,10
610112,2711,1461,100,0.0,147,10
610113,3095,1076,100,0.0,108,10
610726,243,122,100,0.0,13,10
610730,35,0,35,2.46,0,4
610729,52,8,52,0.5,1,6
610728,172,17,100,1.67,2,10
610703,330,215,100,0.0,22,10
610724,323,173,100,0.0,18,10
610830,185,32,100,0.78,4,10
610825,774,20,100,0.8,2,10
610702,475,281,100,0.0,29,10
610803,418,9,100,2.5,1,10
610827,205,104,100,0.0,11,10
610502,905,696,100,0.0,70,10
610829,139,99,100,0.01,10,10
610826,165,88,100,0.12,9,10
610681,390,219,100,0.0,22,10
610828,208,39,100,0.61,4,10
610923,90,1,90,2.2,1,9
610831,181,72,100,0.28,8,10
610725,285,193,100,0.0,20,10
610927,47,16,47,0.66,2,5
610921,301,28,100,0.83,3,10
610926,119,33,100,0.92,4,10
610922,234,13,100,1.01,2,10
610924,148,8,100,1.3,1,10
610981,144,30,100,0.76,3,10
610822,1039,215,100,0.0,22,10
610925,85,40,85,0.75,4,9
610929,460,48,100,0.52,5,10
611023,269,4,100,0.96,1,10
610824,1090,504,100,0.0,51,10
611021,435,64,100,0.36,7,10
611002,370,100,100,0.0,10,10
620105,300,2,100,0.98,1,10
610602,1679,659,100,0.0,66,10
611022,215,125,100,0.0,13,10
611026,122,46,100,0.75,5,10
620111,428,92,100,0.08,10,10
611025,347,192,100,0.0,20,10
611024,247,173,100,0.0,18,10
620122,205,11,100,0.89,2,10
620321,315,33,100,0.67,4,10
610802,1949,401,100,0.0,41,10
620403,547,4,100,2.68,1,10
620421,273,18,100,2.76,2,10
620402,581,9,100,1.49,1,10
610902,640,380,100,0.0,38,10
620123,463,249,100,0.0,25,10
620422,282,40,100,0.6,4,10
610881,2291,442,100,0.0,45,10
620423,431,105,100,0.0,11,10
620302,739,258,100,0.0,26,10
620524,217,42,100,0.88,5,10
620502,500,58,100,0.44,6,10
620525,115,68,100,0.34,7,10
620721,18,2,18,0.94,1,2
620503,672,5,100,0.95,1,10
620103,1742,473,100,0.0,48,10
620522,275,129,100,0.0,13,10
620621,195,123,100,0.0,13,10
620622,99,12,99,2.64,2,10
620521,312,117,100,0.0,12,10
620602,748,23,100,1.52,3,10
620623,91,27,91,2.21,3,10
620102,2355,333,100,0.0,34,10
620722,213,44,100,0.56,5,10
620121,684,539,100,0.0,54,10
620725,147,23,100,2.04,3,10
620523,294,220,100,0.0,22,10
620823,77,4,77,2.18,1,8
620825,128,2,100,3.03,1,10
620723,222,86,100,0.14,9,10
620881,186,11,100,1.67,2,10
620822,103,0,100,1.72,0,10
620923,90,2,90,2.44,1,9
620724,203,143,100,0.0,15,10
620921,185,7,100,2.62,1,10
620821,206,42,100,1.46,5,10
620802,409,109,100,0.0,11,10
620922,213,40,100,0.6,4,10
620826,201,144,100,0.0,15,10
620924,131,4,100,2.42,1,10
620104,1177,840,100,0.0,84,10
621022,538,19,100,1.32,2,10
620702,645,353,100,0.0,36,10
621024,177,14,100,0.86,2,10
620982,407,61,100,0.39,7,10
621027,333,1,100,3.44,1,10
621025,233,66,100,0.45,7,10
621021,493,27,100,1.68,3,10
621122,580,1,100,1.54,1,10
621023,385,89,100,0.11,9,10
620981,378,198,100,0.0,20,10
620902,863,228,100,0.0,23,10
621125,166,40,100,0.78,4,10
621002,1236,6,100,2.61,1,10
621224,68,3,68,1.53,1,7
621123,296,24,100,0.76,3,10
621222,133,11,100,1.6,2,10
621026,311,76,100,0.24,8,10
621202,499,1,100,2.53,1,10
621228,24,2,24,2.25,1,3
621223,142,46,100,0.54,5,10
621121,285,212,100,0.0,22,10
621221,204,78,100,0.22,8,10
621225,117,25,100,1.28,3,10
621226,115,2,100,2.73,1,10
621126,500,91,100,0.09,10,10
621227,113,12,100,1.46,2,10
622921,297,39,100,0.61,4,10
623025,23,0,23,2.74,0,3
622922,238,14,100,3.0,2,10
622924,136,14,100,0.37,2,10
623001,138,5,100,2.34,1,10
623022,73,12,73,1.85,2,8
623021,128,14,100,2.37,2,10
621124,733,153,100,0.0,16,10
622925,162,99,100,0.01,10,10
622927,111,24,100,2.01,3,10
622901,259,58,100,0.9,6,10
623026,34,5,34,1.06,1,4
623024,65,33,65,0.69,4,7
622926,319,52,100,0.48,6,10
622923,178,134,100,0.0,14,10
621102,702,377,100,0.0,38,10
623023,82,14,82,1.35,2,9
630123,127,3,100,2.35,1,10
623027,109,20,100,1.22,2,10
632222,37,1,37,2.05,1,4
630225,55,6,55,1.78,1,6
632221,78,1,78,2.14,1,8
630105,508,30,100,0.82,3,10
632223,70,19,70,1.04,2,7
632224,53,1,53,2.87,1,6
632322,32,5,32,1.59,1,4
630203,99,48,99,0.66,5,10
632301,56,1,56,2.2,1,6
632324,18,2,18,1.94,1,2
630223,339,10,100,2.28,1,10
632323,34,1,34,1.94,1,4
632522,20,2,20,1.85,1,2
630121,407,61,100,0.39,7,10
630224,108,34,100,1.48,4,10
632626,10,1,10,1.9,1,1
632622,9,2,9,1.33,1,1
630202,206,7,100,1.88,1,10
632621,29,5,29,1.14,1,3
632625,14,1,14,1.36,1,2
632525,51,1,51,1.8,1,6
632623,25,2,25,1.6,1,3
632722,13,0,13,1.69,0,2
632724,7,0,7,2.86,0,1
632725,4,0,4,3.25,0,1
632524,45,3,45,1.51,1,5
632624,26,1,26,1.65,1,3
630222,168,77,100,0.25,8,10
632726,10,1,10,1.7,1,1
632723,8,1,8,1.38,1,1
632523,76,24,76,0.96,3,8
630106,459,211,100,0.0,22,10
632823,30,7,30,1.37,1,3
632821,42,6,42,1.5,1,5
632521,138,43,100,0.73,5,10
632803,50,18,50,0.52,2,5
632701,81,14,81,1.26,2,9
630102,875,245,100,0.0,25,10
630103,651,303,100,0.0,31,10
632802,173,108,100,0.0,11,10
630104,783,306,100,0.0,31,10
632801,452,69,100,0.31,7,10
632822,58,11,58,1.83,2,6
640303,147,69,100,0.24,7,10
640324,169,85,100,0.15,9,10
640205,254,120,100,0.0,12,10
640302,522,13,100,1.32,2,10
640422,114,54,100,0.26,6,10
640221,277,219,100,0.0,22,10
640323,262,156,100,0.0,16,10
640381,251,192,100,0.0,20,10
640423,64,33,64,0.7,4,7
640424,79,13,79,0.99,2,8
640105,337,272,100,0.0,28,10
640425,89,6,89,1.85,1,9
640121,255,235,100,0.0,24,10
640181,403,281,100,0.0,29,10
640402,469,182,100,0.0,19,10
650106,210,15,100,1.88,2,10
640522,111,13,100,1.55,2,10
640122,396,251,100,0.0,26,10
650202,38,0,38,1.42,0,4
650205,10,9,10,0.1,1,1
650105,437,81,100,0.19,9,10
650422,35,8,35,2.03,1,4
650502,1,1,1,0.0,1,1
650204,38,18,38,0.37,2,4
650522,8,2,8,2.38,1,1
640106,449,345,100,0.0,35,10
650521,34,4,34,1.24,1,4
640202,383,306,100,0.0,31,10
650203,254,66,100,0.34,7,10
640521,285,253,100,0.0,26,10
650102,454,147,100,0.0,15,10
650104,1599,20,100,0.29,2,10
652327,32,3,32,1.5,1,4
652323,90,0,90,2.27,0,9
650421,120,85,100,0.15,9,10
652328,47,5,47,1.89,1,5
652723,16,0,16,2.81,0,2
652722,38,2,38,2.42,1,4
652825,7,2,7,0.86,1,1
650109,245,186,100,0.0,19,10
652824,24,1,24,1.88,1,3
652302,118,20,100,1.03,2,10
650103,1564,215,100,0.0,22,10
652822,45,20,45,0.91,2,5
652324,110,56,100,0.78,6,10
652827,57,5,57,2.04,1,6
652829,26,17,26,0.23,2,3
652823,41,18,41,0.71,2,5
652925,8,0,8,2.25,0,1
652922,28,11,28,0.5,2,3
652927,6,3,6,0.5,1,1
652826,55,14,55,0.78,2,6
652928,7,4,7,1.0,1,1
652924,39,14,39,1.46,2,4
653023,1,0,1,3.0,0,1
652902,73,12,73,1.48,2,8
652701,107,61,100,0.6,7,10
652325,123,51,100,0.52,6,10
650121,617,126,100,0.0,13,10
653001,17,4,17,0.88,1,2
653122,8,0,8,2.62,0,1
653126,8,0,8,1.25,0,1
653125,6,0,6,3.33,0,1
653121,6,2,6,1.0,1,1
653127,1,0,1,2.0,0,1
653024,5,2,5,1.2,1,1
653123,8,4,8,0.88,1,1
640502,404,308,100,0.0,31,10
652828,74,19,74,1.41,2,8
653131,6,1,6,1.33,1,1
653128,1,1,1,0.0,1,1
653221,2,0,2,3.5,0,1
653129,1,0,1,0.0,0,1
652301,488,222,100,0.0,23,10
653124,12,7,12,0.33,1,2
652926,62,22,62,0.66,3,7
653130,9,1,9,1.33,1,1
653223,4,2,4,0.25,1,1
653222,5,1,5,1.6,1,1
653201,22,6,22,1.18,1,3
653226,3,1,3,0.67,1,1
654022,34,0,34,2.62,0,4
653225,3,2,3,0.33,1,1
653101,65,6,65,2.62,1,7
653227,3,0,3,2.33,0,1
654027,21,0,21,0.43,0,3
654224,14,0,14,1.86,0,2
654028,15,0,15,3.73,0,2
654025,51,9,51,1.9,1,6
654026,49,4,49,1.8,1,5
654225,9,3,9,0.89,1,1
654021,81,29,81,0.69,3,9
654221,46,3,46,1.22,1,5
654003,164,7,100,3.09,1,10
652901,301,167,100,0.0,17,10
654226,22,9,22,0.82,1,3
654203,80,5,80,1.2,1,8
654321,15,0,15,2.8,0,2
654323,11,0,11,1.82,0,2
654024,71,40,71,0.23,4,8
654322,30,2,30,1.6,1,3
654324,19,9,19,1.05,1,2
659003,11,0,11,2.0,0,2
810004,1,0,1,1.0,0,1
654325,8,1,8,1.88,1,1
654326,12,3,12,1.0,1,2
659005,54,0,54,2.65,0,6
654202,95,18,95,1.16,2,10
654023,193,70,100,0.3,7,10
654201,173,81,100,0.19,9,10
652801,590,134,100,0.0,14,10
659004,120,1,100,2.26,1,10
659002,174,38,100,0.62,4,10
654002,257,178,100,0.0,18,10
654301,112,51,100,0.54,6,10
659001,352,168,100,0.0,17,10
640104,1458,1009,100,0.0,101,10
810003,1490,156,100,0.0,16,10
810013,4195,1394,100,0.0,140,10
