法律依据,出现次数
《中华人民共和国刑法(1997年)》第151条第151款,178
《中华人民共和国刑法》第350条第351款,178
《最高人民法院关于审理拒不支付劳动报酬刑事案件适用法律若干问题的解释》第3条,177
《中华人民共和国刑法(1997年)》第314条,175
《最高人民法院、最高人民检察院关于办理敲诈勒索刑事案件适用法律若干问题的解释》第8条,171
《中华人民共和国刑事诉讼法(2012年)》第100条,171
《中华人民共和国刑法》第243条第241款,170
《最高人民法院、最高人民检察院关于办理利用互联网、移动通讯终端、声讯台制作、复制、出版、贩卖、传播淫秽电子信息刑事案件具体应用法律若干问题的解释》第1条第1款,170
《最高人民法院关于审理抢夺刑事案件具体应用法律若干问题的解释》第2条第1款,165
《中华人民共和国刑法(1997年)》第172条,164
《中华人民共和国民法通则》第117条第111款,162
《最高人民法院、最高人民检察院关于适用刑事司法解释时间效力问题的规定》第3条,162
《中华人民共和国道路交通安全法(2011年)》第70条第71款,161
《中华人民共和国刑法》第35条,160
《中华人民共和国刑法》第131条,158
《中华人民共和国刑法(1997年)》第78条第72款,158
《中华人民共和国刑法(1997年)》第78条第71款,158
《中华人民共和国刑法(1997年)》第307条第301款,157
《中华人民共和国刑法(1997年)》第15条第11款,157
《中华人民共和国刑法》第372条,155
《中华人民共和国刑法(1997年)》第228条,155
《中华人民共和国刑法》第34条第31款,155
《中华人民共和国刑法》第13条第11款,153
《中华人民共和国刑法》第253条第251款,151
《中华人民共和国刑事诉讼法(2012年)》第250条第251款,151
《中华人民共和国刑法(1997年)》第74条,148
《中华人民共和国刑法》第365条,147
《最高人民法院关于审理抢夺刑事案件具体应用法律若干问题的解释》第1条,146
《中华人民共和国刑法》第201条第201款,144
《中华人民共和国刑法》第223条第221款,143
《中华人民共和国刑法》第91条第91款,142
《中华人民共和国民法通则》第106条第101款,142
《中华人民共和国刑法(1997年)》第290条第291款,141
《最高人民法院关于审理拒不支付劳动报酬刑事案件适用法律若干问题的解释》第2条,140
《中华人民共和国刑法》第392条第391款,140
《中华人民共和国刑法(1997年)》第79条,139
《中华人民共和国刑法》第150条第151款,138
《中华人民共和国刑法》第72条第72款,137
《中华人民共和国刑法》第8条,137
《中华人民共和国刑事诉讼法(2012年)》第102条,135
《最高人民法院、最高人民检察院关于办理妨害信用卡管理刑事案件具体应用法律若干问题的解释》第1条第1款,134
《中华人民共和国刑法(1997年)》第363条第361款,133
《最高人民法院关于审理伪造货币等案件具体应用法律若干问题的解释》第5条,133
《中华人民共和国刑法(1997年)》第31条,133
《最高人民法院、最高人民检察院关于办理环境污染刑事案件适用法律若干问题的解释》第10条,132
《中华人民共和国刑法》第51条,131
《最高人民法院关于审理抢劫、抢夺刑事案件适用法律若干问题的意见》第10条第11款,130
《中华人民共和国刑事诉讼法(2012年)》第204条,130
《中华人民共和国刑法(1997年)》第39条第31款,129
《中华人民共和国刑法》第231条,129
《最高人民法院、最高人民检察院关于办理寻衅滋事刑事案件适用法律若干问题的解释》第3条,128
《中华人民共和国刑法》第316条第311款,127
《中华人民共和国民法通则》第119条,127
《中华人民共和国刑法》第262条,126
《最高人民法院关于处理自首和立功具体应用法律若干问题的解释》第7条第1款,125
《中华人民共和国道路交通安全法(2011年)》第38条,125
《中华人民共和国刑法(1997年)》第60条,124
《最高人民法院关于审理盗窃案件具体应用法律若干问题的解释》第1条,124
《中华人民共和国道路交通安全法(2011年)》第119条,123
《最高人民法院、最高人民检察院关于办理侵犯知识产权刑事案件具体应用法律若干问题的解释》第8条第1款,123
《中华人民共和国刑法》第185条第181款,123
《中华人民共和国刑法(1997年)》第164条第162款,121
《最高人民法院、最高人民检察院关于办理侵犯知识产权刑事案件具体应用法律若干问题的解释》第13条第11款,121
《中华人民共和国刑法(1997年)》第193条,120
《最高人民法院、最高人民检察院关于办理危害食品安全刑事案件适用法律若干问题的解释》第8条第1款,120
《中华人民共和国刑法》第417条,119
《中华人民共和国刑法》第13条,119
《中华人民共和国刑法》第14条,118
《中华人民共和国刑法(1997年)》第30条,118
《中华人民共和国刑法》第40条,118
《最高人民法院、最高人民检察院关于办理利用互联网、移动通讯终端、声讯台制作、复制、出版、贩卖、传播淫秽电子信息刑事案件具体应用法律若干问题的解释》第3条第1款,117
《中华人民共和国刑法(1997年)》第5条,117
《中华人民共和国刑法(1997年)》第393条,117
《最高人民法院、最高人民检察院关于办理行贿刑事案件具体应用法律若干问题的解释》第1条,116
《中华人民共和国刑法》第286条第281款,116
《中华人民共和国刑法(1997年)》第372条,115
《最高人民法院关于审理拒不支付劳动报酬刑事案件适用法律若干问题的解释》第4条,115
《中华人民共和国刑法》第305条,114
《中华人民共和国刑法(1997年)》第350条第351款,113
《最高人民法院、最高人民检察院关于适用刑事司法解释时间效力问题的规定》第2条,112
《中华人民共和国刑法(1997年)》第29条第21款,111
《最高人民法院关于审理破坏土地资源刑事案件具体应用法律若干问题的解释》第2条,111
《中华人民共和国刑法》第87条,110
《中华人民共和国道路交通安全法(2011年)》第21条,110
《中华人民共和国刑事诉讼法(2012年)》第72条第71款,110
《中华人民共和国刑法(1997年)》第35条,108
《中华人民共和国刑法》第375条第371款,108
《最高人民法院、最高人民检察院关于办理生产、销售伪劣商品刑事案件具体应用法律若干问题的解释》第2条第1款,107
《最高人民法院、最高人民检察院关于办理盗窃刑事案件适用��律若干问题的解释》第1条第1款,107
《中华人民共和国刑事诉讼法(2012年)》第73条第71款,107
《中华人民共和国刑法(1997年)》第388条,106
《���高人民法院关于适用财产刑若干问题的规定》第2条第1款,106
《中华人民共和国刑法(1997年)》第34条第31款,104
《中华人民共和国刑事诉讼法(2012年)》第64条,104
《最高人民法院关于审理挪用公款案件具体应用法律若干问题的解释》第1条第1款,103
《中华人民共和国道路交通安全法(2011年)》第8条,102
《最高人民法院、最高人民检察院关于办理行贿刑事案件具体应用法律若干问题的解释》第13条,102
《最高人民法院关于审理破坏森林资源刑事案件具体应用法律若干问题的解释》第7条,102
《中华人民共和国刑事诉讼法(2012年)》第189条第181款,101
《中华人民共和国道路交通安全法(2011年)》第47条第41款,99
《中华人民共和国刑法(1997年)》第201条第201款,98
《中华人民共和国侵权责任法》第16条,98
《中华人民共和国刑法(1997年)》第198条第191款,97
《最高人民法院、最高人民检察院关于办理行贿刑事案件具体应用法律若干问题的解释》第12条第11款,96
《中华人民共和国刑事诉讼法(2012年)》第52条第51款,96
《中华人民共和国刑法》第191条第191款,96
《中华人民共和国民事诉讼法》第100条,96
《中华人民共和国刑法》第156条,95
《中华人民共和国刑事诉讼法(2012年)》第128条,94
《中华人民共和国侵权责任法》第15条第11款,94
《中华人民共和国刑法(1997年)》第50条第51款,93
《中华人民共和国民事诉讼法》第102条,93
《中华人民共和国刑法(1979年)》第134条第131款,92
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第19条第11款,92
《最高人民法院关于审理单位犯罪案件具体应用法律有关问题的解释》第2条,91
《中华人民共和国刑法(1997年)》第151条第153款,90
《中华人民共和国刑法》第261条,90
《中华人民共和国刑法(1997年)》第194条第191款,89
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第17条第11款,89
《中华人民共和国刑法(1979年)》第150条第151款,88
《中华人民共和国刑法(1997年)》第243条第241款,88
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第21条第21款,88
